AjavA		AjavA ha tri ajovAhyate tra vaha Ric ADAre GaY ajavAhodeSaBedaH tatra BavAdi aR ajavAhadeSa BavAdO macadeSaH vadarikASramAduttarasyAM pabbEtoparisTaH tatra hi ajEreva BAro vAhyate iti tasya taTAtvam
AjavAha	AjavAha tri ajovAhyate tra vaha Ric ADAre GaY ajavAhOdeSaBedaH tatra BavAdi aR ajavAhadeSaBavAdO sacadeSaH badarikASramAduttarasyAM parvatoparisTaH tatra hi ajEreva BAro vAhyate iti tasya taTAtvam	
AkIrRRa		AkIrRRa tri A kF kta vyApte vikzipte ca AkIrRRamfzipatnInAmuwajadvAraroDiBiH raGuH svapu zpErAkIrRRaM kusumaDanuzo mandiramaho SyAmAstavaH
AkIrRa	AkIrRa tri A kF kta vyApte vikzipte ca AkIrRamfzipatnInAmuwajadvAraroDiBiH raGuH svapuzpErAkIrRa kusumaDanuzo mandiramaho SyAmAstavaH	
AkuYcita	AkuYcita tri A kuci kta ABugne saNkocite ca natAMsamAkuYcitasavyapAdam BawwiH	
AkuYjita		AkuYjita tri A kuci kta ABugne saNkocite ca natAMsamAkuYcitasavyapAdam BawwiH
AkzEtrajYa		A a kzEtrajYa na akzetrajYa eva brAhmaRA svArTe zyaY dvipadavfdDiH pUrbbapadasya vA akzetrajYe kzetrAnaBijYe
AkzEtrajYya	A a kzEtrajYya na AkzetrajYa eva brAhmaRA svArTe zyaY dvipadavfdDiH pUrbapadasya vA akzetrajYe kzetrAnaBijYe	
AlozwI		AlozwI avya Izat lozwamiva karotyanena Alozwa Ric bA I uryyAdi hiMsAyAM gaRara
Alozwo	Alozwo avya Izat lozwamiva karotyanena alozwa Ric bA I uryyAdi hiMsAyAM gaRara	
Amandra		Amandra pu IzanmandraH prA sa IzadgamBIraSabde A mandramanTaDvanidattatAlam BawwiH taMdyukte tri
AmbarIzaputraka	AmbarIzaputraka pu ambarIzaputra caturarTyAM rAjanyA vuY ambarIzaputravizayAdO	
AmbarIzapuvaka		AmbarIzapuvaka pu amvarIzaputra caturarTyAM rAjanyA vuY ambarIzaputravizayAdO
Ambikaya		Ambikaya pu ambikAyA apatyaM SuBrA Qak vicitravI ryya sya kzetre kASirAjasya maDyamakanyAyAm ambikAyAM vyAse notpAdite DftarAzwre sa hiakAle divaM gatasya vicitra vIryyasya ambikAmbAlikayoHpatnyormaDye ambikAyAM jye zWaBAyyAyAM satyavatyAniyuktena vyAsenotpAditaH tatkaTA yaTA tato mbikAyAM praTamaM niyuktaH satyavAgfziH dIpya Page b mAnezu dIpezu SaraRaM praviveSaha tasya kfzRasya kapilA jawA dIpte ca locane baBrURi cEva SmaSrURi dfzwvA devI nyamIla yat saMbaBUva tayA sArdDaM mAtuH priyacikIrzayA BayAt kASIsutA tantu nASaknIdaBivIkzitum tato nizkrAnta mAgatya mAtA putramuvAca ha apyasyAM guRavAn putrorAja putro Bavizyati niSamya tadvacomAturvyAsaH satyavatIsutaH provAcAtIndriyajYAno viDinA saMpracoditaH nAgAyuta samaprARo vidvAn rAjarzisattamaH mahABAgo mahO dAryyo mahAbudDirmavizyati tasya cApi SataM putrA Bavi zyanti mahAtmanaH kintu mAtuH sa vEguRyAdanDa eva Bavi zyati ityupakramya pARquvidUrotpattimupavarRRya ca ete vicitravIryyasya kzetre dvEpAyanAdfzeH jajYire deva garBABAH kuruvaMSavivardDanAH ityuktam BA A pa a ambikAyASca yaTA vicitravIryyaBAryyAtvaM taToktaM ambASabde pfzWe Ambikeyena dadfSe rAjYA duryyoGanena ca BA va pa a paraM SreyaH pARqaveyA yaTAha BIzmastanna SrutavAnAmbikeyaH BA va pa a ambikAyAH pArvvatyA apatyam Qak kArttikeye tasya tadutpattikaTA agnikumAraSabde pfzWe dfSyA
Ambikeya	Ambikeya pu ambikAyA apatyaM SuBrA Qak vicitravIryyasya kzetre kASirAjasya maDyamakanyAyAm ambikAyAM vyAsenotpAdite DftarAzwre sa hi akAle divaM gatasya vicitravIryyasya ambikAmbAlikayoH patnyormaDye ambikAyAM jyezWaBAryyAyAM satyavatyAniyuktena vyAsenotpAditaH tatkaTA yaTA tato mbikAyAM praTamaM niyuktaH satyavAgfziH dIpyamAnezu dIpezu SaraRaM praviveSa ha tasya kfzRasya kapilA jawA dIpte ca locane baBrURi cEva SmaSrURi dfzwvA devI nyamIlayat sambaBUva tayA sArdDaM mAtuH priyacikIrzayA BayAt kASIsutA tantu nASaknodaBivIkzitum tato nizkrAntamAgatya mAtA putrAmuvAca ha apyasyAM guRavAn putrorAjaputro Bavizyati niSamya tadvacomAturvyAsaH satyavatIsutaH provAcAtIndriyajYAno viDinA saMpracoditaH nAgAyutasamaprARo vidvAn rAjarzisattamaH mahABAgo mahOdAryyo mahAbudDirBavizyati tasya cApi SataM putrA Bavizyanti mahAtmanaH kintu mAtuH sa vEguRyAdanDa eva Bavizyati ityupakramyapARquvidUrotpattimupavarRya ca ete vicitravIryyasya kzetre dvEpAyanAdfzeH jajYire devagarBABAH kuruvaMSavivardDanAH ityuktam BA A pa a ambikAyASca yaTA vicitravIryyaBAryyAtvaM tayoktaM ambASabde Ambikeyena dadfSe rAjYA duryyoDanena ca BA va pa a paraM SreyaH pARqaveyA yaTA ha BIzmastanna SrutavAnAmbikeyaH BA va pa a ambikAyAH pArvvatyA apatyam Qak kArttikeye tasya tadutpattikaTA agnikumAraSabde dfSyA	
Amur		Amur tri A murvva kvip hiMsake rADovaranta AmuraH f
Amura	Amura tri A murvva kvip hiMsake rADovaranta AmuraH f	
AmuzyakulIna		AmuzyakulIna tri amuzyakule sADuH pratimu KaY tadgaRapAWAt zazWyA aluk amuzyakule sADO
AmuzyalIna	AmuzyalIna tri amuzyakule sADuH pratimu KaY tadgaRapAWAt zazWyA aluk amuzyakule sADO	
AnadDa	AnadDa na A naha kta carmmaRA badDamuKe pawahamurajAdO vAdyaBede graTite vyApte badDe keSaBUzAdike ca tri mUtravahe dve tayormUlaM vastirmeQraYca tatra vidDAnadDavastitA suSru	
AnadDaM		AnadDaM na A naha kta carmmaRA badDamuKe pawahamurajAdO vAdyaBede graTite vyApte badDe keSaBUzAdike ca tri mUtravahe dve tayormUlaM vastirmeQraYca tatra vidDAnadDavastitA suSru
AnandArRRava		AnandArRRava pu AnandaH arRRava iva asImatvAt brahmA nande asvaRqAnandarUpatvAdaparicCitvAccAsya taTAtvam pramodArRRavAdayo pyatra brahma pramodArRRavamiti nEza
AnandArRava	AnandArRava pu AnandaH arRava iva asImatvAt brahmAnande aKaRqAnandarUpatvAdaparicacCitvAccAsya taTAtvam pramodArRavAdayo pyatra brahma pramodArRavam iti nEza	
AnandaBuj		AnandaBuj pu AnandaM BuNkte Buja kvip suzuptyavasTApanne prAjYe jIvaBede AnandaBuk cetomuKaH prAjYaH iti SrutiH yaTA loke AyAsaSUnyaH suKI AnandaBugucyate taTA suzupto pi sarvAyAsaSUnyataTA AnandaBugityucyate
AnandapUrRRa		AnandapUrRRa pu Anandena pUrRRastfptaH sadAptakAmatvena kAmyAntarA BAvAt paritfpte paramAtmani atiSayitA nandayukte tri AnandapracurAdayo pyuBadyatra nEyAyikA dimate tu Anandena duHKABAvena pUrRRaH aparicCannatayA viButvAt iti iti BedaH
AndA	AndA strI AmandamIzanmandaM karoti Amanda Ric ac KawvABede neAreraKAwa Sabdaci	
AndaBuja	AndaBuja pu AnandaM BuNkte Buja kvip suzuptyavasTApanne prAjYe jIvaBede AnandaBuk cetomuKaH prAjYaH iti SrutiH yaTA loke AyAsaSUnyaH suKI AnandaBugucyate taTA sasuzupto pi sarvAyAsaSUnyataTA AnandaBUgityucyate	
AndapUrRa	AndapUrRa pu Anandena pUrRastfptaH sadAptakAmatvena kAmyAntarABAvAt paritfpte paramAtmani atiSayitA nandayukte tri AnanadapracurAdayo pyuBayatra nEyAyikAdimate tu Anandena duHKABAvena pUrRaH aparicCannatayA viButvAt iti iti BedaH	
AnumAyya		AnumAyya tri anumAzaM BavaH parimuKA Yya mAzasya paScAdBavAdO
AnumAzya	AnumAzya tri anumAzaM BavaH parimuKA Yya mAzasya paScAdBavAdO	
Apekzika		Apekzika tri apekzAta AgataH Wak apekzayA prApte kintu maDyatvamApekzikam si kO amftamaSnute ityApekzikamamftatvam CA u BA striyAM NIp
Apekzikra	Apekzikra tri apekzAta AgataH Wak apekzayA prApte kintu maDyatvamApekzikam si kO amftamaSnute ityApekzikamamftatvam CA u BA striyAM qIp	
Apo'SAna	Apo SAna na ApasA jalena aSanaM aSa vyAptO BAve bA Anac jalena uparizwAdaDastaccAstaraRarupe annAcCAdanArTe karmaRi Apo SAnenoparizwAdaDastAdaSnatA taTA anagnamamftaYcEva kAryyamannaM dvijatmanA yA smf BuYcAnena dvijanmanA uparizwAdaDastAcca Apo SAnAKyena karmmaRA annamanagnamfmftaM ca kAryyam mitA Apo SAnakriyA pUrvvaMsatkftAnnamakutsayan yA smf Apo SAnakriyA pUrvvam amftopastaraRamasi svAhetyAdikaM kftvA mitA Apo SAnaM karmma kuru BavadevaH	
ApoSAna		Apo SAna na ApasA jalena aSAnaM aSa vyAptO BAve bA Anac jalena uparizwAdaDastAccAstaraRa rUpe annAcCAdanArTe karmaRi Apo SAnenopa rizwAdaDastAdaSnatA taTA anagnamamftaYcEva kAryyamannaM dvijatmanA yA smf BujYAnena dvijanmanA upa rizwAdaDastAcca Apo SAnAKyena karmaRA anna managnamfmftaM ca kAryyam mitA Apo SAnakriyA pUrvvaM satkftAnnamakutsayan yA smf Apo SAnakriyA pUrvvam amftopastaraRamasi svAhetyAdikaM kftvA mitA Apo SAnaM karmma kuru BavadevaH
ArURi	ArURi pu aruRasyApatyam iY uddAlake gOtame munO uddAlakohAruRiH SvetaketuM putramuvAca CA u vESampAyanAntevAsiBede tasyAntevAsinaSca Alamba laNga kamala rucABAruRi tARqyaSyAmAyan kaWa kalApinonaveti boDyam tenADItaM Rini brAhmaRe tasya luk AruRiH sAmaveda brAhmaRaBede AyodaDOmyaSizye muniBede AyodaSabde udA aruRamunerapatye puMstrI striyAM NIp yadAruRIzu tAvazIrayugDvam f aruRasyEdam iY aruRasambanDini aruRasya sUryyasyApatyam iY aruRatanaye aruRasutaSabdokte yamAdO aruRasyAyamanujAtatvAt iY aruRAnuje vinatAyAH sutaBede tArkzyaScArizwanemiSca garuqaSca mahAbalaH aruRaScAruRiScEva vinatAyAH sutAH smftaH harivaM a aruRaScAruRiScEva tasya prAYjalayaH sTitAH harivaM a aruRasya garuqAgrajasyApatyam iY garuqAgrajasyApatye puMstrI striyAM NIp	
AraWWaja		AraWWaja pu Arawwe deSe jAyate jana qa Arava deSajAte Gowake ArawwajaScawulanizWurapAtamuccEH mAGaH aSvaSabde tadde SASvaDarmmA jYeyAH
Arawwaja	Arawwaja pu Arawwe deSe jAyate jana qa Arava deSajAte Gowake arawwajaScawulanizWurapAtamuccEH mAGaH aSvaSabde taddeSASvaDarmmA jYeyAH	
ArttaparRRi		ArttaparRRi pu ftaparRasyApatyam iY ftaparRRanfpasyApatye sudAse sUryyavaMSye nfpaBede BagIraTasuto rAjASruta itya BiviSrutaH nABAgastu SrutasyAsIt putraH paramaDArmikaH ambarIzastu nABAgiH sinDudvIpapitA Bavat ayutAjittu dAyAdaH sinDudvIpasya vIryyavAn ayutAjitsutAdA Page a sIdftaparRRo mahAyaSAH divyAkzahfdayajYovE rAjA nalasaKo balI ftaparRRasya tasyAsIdArttapaRirmahIpatiH sudAsa stasya tanayo rAjA indrasaKo Bavat hativaMSe a
ArttaparRi	ArttaparRi pu ftaparRasyApatyam iY ftaparRa nfpasyApatye sudAse sUryyavaMSye nfpaBede BagIraTasuto rAjA Sruta ityaBiviSrutaH nABAgastu SrutaSyAsIt putraH paramaDArmikaH ambarIzastu nABAgiH sinDudvIpapitA Bavat ayutAjittu dAyAdaH sinDudvIpasya vIryyavAn ayutAjitsutAdAsIdftaparRo mahAyaSAH divyAkzahfdaya jYovErAja nalasaKo balI ftaparRasya gtasyAsIdArtta paRirmahIpatiH sudAsastasya tanayo rAjA indrasaKo Bavat hativaMSe a	
AruRi		AruRi pu aruRasyApatyam iY uddAlake gOtame munO uddA lakohAruRiH SvetaketuM putramuvAca CA u vESampAya nAntevAsiBede tasyAntevAsinaSca Alamba laNga kamala rucABAruRi tARqyaSyAmAyana kaWa kalApinonaveti bo Dyam tenADItaM Rini brAhmaRe tasya luk AruRiH sAmavedabrAhmaRaBede AyodaDomyaSizye muniBede Ayo daSabde udA aruRamunerapatye puMstrI striyAM NIp yadAruRIzu tAvazIrayugDvam f aruRa syedam iY aruRasambanDini aruRasya sUryyasyApatyam iY aruRatanaye aruRasutaSabdokte yamAdO aruRasyAyamanujAtatvAt iY aruRAnuje vinatAyAH sutaBede tArkzya ScArizwanemiSca garuqaSca mahAbalaH aruRaScAruRiScEva vinatAyAH sutAH smftAH harivaM a aruRaScAruRiScEva tasya prAYjalayaH sTitAH harivaM a a ruRasya garuqAgrajasyApatyam iY garu qAgrajasyApatye puMstrI striyAM NIp
AsPujit		AsPujit pu asPulati A sPula bA qu taM jayati ji kvip SukrAcAryye SukroBfgurBfgusutaH sita AsPu jicca jyo ta
AsPujita	AsPujita pu asPulati A sPula bA qu taM jayati jikvip SukrAcAryye SukroBfgurBfgusutaH sita AsPujicca jyo ta	
Asrava		Asrava pu Asravati mano nena karaRe ap kleSe karttari ac arhanmatasidDe padArTaBede arhacCabde pfzWe vivftiH
AstIrRRa		AstIrRRa tri A stf kta vistIrRRe kftaprasAraRe A stIrRRatalparacitAvasaTaH kzaRena mAGaH AstIrRRAji naratnAsu raGuH
AstIrRa	AstIrRa tri A stf kta vistIrRe kftaprasAraRe AstIrRa talparacitAvasaTaH kzaRena mAGaH AstIrRAjinaratnAsu raGuH	
Astrava	Astrava pu Asravati mano nena karaRe ap kleSe karttari ac arhanmatasidDe padArTaBede arhacCabde vivftiH	
Asyaloman		Asyaloman na AsyaBavaM loma puruzamuKajAte lomni dAqi
Asyalonan	Asyalonan na AsyaBavaM loma puruzamuKajAte lomni dAqi	
AvIracUrRRa		AvIracUrRRa pu A samantAt viSezeRa Iryyate kzipyate A vi Ira GaY karmmaDA AvIra iti KyAte Pal guni AvIracUrRaM ruciraM gfhyatAM parameSvara purA
AvIracUrRa	AvIracUrRa pu A samantAt viSezeRa Iryyate kzipyate A vi Ira GaY karmma DA AvIra iti KyAte Palguni AvIracUrRaM rUciraM gfhyatAM parameSvara purA	
AvidDakarRI	AvidDakarRI strI AvadDO karRAviva patramasyAH gO NIz pAWAyAm	
AvidDakarRo		AvidDakarRo strI AvidDO karRAviva patramasyAH gO NIz pAWAyAm
AwaMrUza	AwaMrUza pu awarUza eva svArTe aR vAsakavfkze svArTe kan tatrEva AwarUzakavarRABAhayAH yAntyanuyAyinAm BA dro pa	
AwarUza		AwarUza pu awarUza eva svArTe aR vAsakavfkze svArTe kan tatrEva AwarUzakavarRRABAhayAH yAntyanuyAyi nAm BA dro pa
AyuDaDarBiRI		AyuDaDarBiRI strI AyuDasyeva Darmo styasyA ini NIp jayantIvfkze Sabdaca sAhi roganASane AyuDasamA
AyuDaDarmiRI	AyuDaDarmiRI strI AyuDasyeva Darmo styasyA ini NIp jayantIvfkze Sabdaca sAhi roganASane AyuDasamA	
Ayuzkft		Ayuzkft tri AyuH karoti kf kvip ta AyurvfdDi kare rasarasAyanAdO AyurvfdDiSabde pfzWe tAnyu ktAni wa Ayuzkara ityapyatra tri striyAM NIp
Ayuzkfta	Ayuzkfta tri AyuH karoti kf kvipar ta AyurvfdDikare rasarasAyanAdO AyurvfdDiSabde tAnyuktAni wa Ayuzkara ityapyatra tri striyAM NIp	
BA	BA dIptO adA para aka <del>anit</del> <ins>aniw</ins> BAti aBAsIt baBO prati <del>budDiprAKyaryye</del> <ins>budDiprAKaryye</ins> vi ati miToBAsane <del>a</del> <ins>A</ins> dIptiSca tEjasapadArTAvayavaBedaH prakASaSca sa ca jYAne vizayatayA prakASaH <del>Dit</del> <ins>zit</ins> BAve aN BA BA strI BA aN wAp dIptO amaraH <del>BA BA fjIkaM pu BAsa fjIkaH BAsaH prArjake prasidDe f</del>	BA dIptO adA para aka aniw BAti aBAsIt baBO prati budDiprAKaryye vi ati miToBAsane A dIptiSca tEjasapadArTAvayavaBedaH prakASaSca sa ca jYAne vizayatayA prakASaH zit BAve aN BA BA strI BA aN wAp dIptO amaraH
BAfjIka		BAfjIka pu BAsa fjIkaH BAsaH prArjake prasidDe f BA
BAgIyam	BAgIyam tri atiSayena BAgI ISasun inolopaH atiSayaBAgayute harivaM a a	
BAgIyas		BAgIyas tri atiSayena BAgI riSatan inopopaH ati SayaBAgayute harivaM a a
BAgajAti		BAgajAti strI BAgasya viBajanasya prAkAraBede sA ca catu rviDA BAgajAtiH praBAgajAtiH BAgAnubanDo BAgA pavAhaSca tatra aMSAnAM samaCedakaraRaM BAgajAtiH ityucyate yaTA anyo nyaharABihatO harAMSOrASyoH samacCedaviDAnamevam miToharAByAmapartti tAByAM yadvA harAMSO suDiyAtra guRyO lIlA BAgasya BAgaH praBAgo yaTA lavAlavaGnASca harAharaGnAH BAgapraBAgezu savarRanaM syAt lIlA BAgasyAnubanDo yojanaM BAgAnu banDo BAgAvAhaSca tadviyojanam yaTA CedaGnarUpezu lavA DanarRamekasya BAgA aDikonakAScet svAMSADikonAH Kalu yatra tatra BAgAnubanDe ca lavApavAhe talasTahAreRa haraM nihanyAt svAMSADikonena na tu tena BAgAn lIlA
BAgajAtistrI	BAgajAtistrI BAgasya viBajanasya prAkAraBede sA ca caturviDA BAgajAtiH praBAgajAtiH BAgAnubanDo BAgApavAhaSca tatra aMSAnAM samaCedakaraRAM BAgajAtiH ityucyate yaTA anyo nyaharABihatO harAMSOrASyoH samacCedaviDAnamevam miToharAByAmaparttitAByAM yadvA harAMSO suDiyAtra guRyO lIlA BAgasya BAgaH praBAgo yaTA lavaH lavaGnASca harAhanDAH BAgapraBAgezu savarRanaM syAt lIlA BAgasyAnubanDo yojanaM BAgAnubanDI BAgAvAhaSca tadviyojanam yaTA CedaDnarUpezu lavADanarRamekasya BAgA aDikonakAScet svraMSADikonAH Kalu yatra tatra BAgAnubanDe ca lavApavAhe trasTahAreRa haraM BihanyAt svAMSADikonena na tu tena BAgAn lIlA	
BAladfS		BAladfS pu BAle dfgasya trinayane mahAdeve hemaca
BAladfSa	BAladfSa pu BAle dfgasya trinayane mahAdeve hemaca	
BArURqa	BArURqa pu uttarakuruvarzasTe KagaBede tadupakrame BArURqA nAma SakunAstIkzRatuRqA BayAnakAH tAnnirharantIha mftAn darIzu prakzipanti ca BA Bo a sAmaBede tatra BArUqeti pAWaBedaH tatsAmadrazwari fziBede BAruRqasAmagItABiraTarvaSirasoNgatEH BA A a tacca sAmArcike imaM stomarhateityAdimantre geyaM sAma matkfta tulAdAnAdipadDatO dfSyam AjyadohAni sAmAni SAntikaM BArUqAni ca paScime dvArapAlO tu paWetAm sAmamO taTA viDAnapA	
BAravAha		BAravAha h tri BAraM vahati aR Rvi vA BAra vAhini Rvul BAravAhako pyatra amaraH striyAM NIp RvipratyayAntasya SasAdAvajAdO NIpi ca UW BArOhaH BArOhI
